order_id,product,price,qty
154,Earbuds,199,1
155,Monitor,299,2
156,Phone,799,3
157,Tablet,499,5
158,Laptop,1200,3
159,Laptop,1200,5
160,Earbuds,199,5
161,Earbuds,199,3
162,Phone,799,5
163,Laptop,1200,4
164,Earbuds,199,4
165,Monitor,299,5
166,Laptop,1200,4
167,Laptop,1200,2
168,Tablet,499,4
169,Earbuds,199,1
170,Phone,799,5
171,Tablet,499,5
172,Laptop,1200,5
173,Phone,799,2
174,Earbuds,199,1
175,Monitor,299,5
176,Tablet,499,3
177,Earbuds,199,1
178,Earbuds,199,3
179,Earbuds,199,5
180,Laptop,1200,2
181,Laptop,1200,3
182,Tablet,499,3
183,Phone,799,5
184,Laptop,1200,4
185,Laptop,1200,1
186,Laptop,1200,2
187,Tablet,499,1
188,Tablet,499,4
189,Tablet,499,2
190,Laptop,1200,1
191,Laptop,1200,3
192,Monitor,299,2
193,Laptop,1200,4
194,Monitor,299,4
195,Phone,799,4
196,Phone,799,3
197,Earbuds,199,2
198,Phone,799,4
199,Earbuds,199,3
200,Earbuds,199,4
201,Monitor,299,2
202,Monitor,299,5
203,Monitor,299,2
204,Laptop,1200,4
205,Tablet,499,4
206,Monitor,299,4
207,Tablet,499,1
208,Tablet,499,2
209,Laptop,1200,3
210,Tablet,499,2
211,Phone,799,2
212,Tablet,499,5
213,Monitor,299,3
214,Tablet,499,2
215,Earbuds,199,5
216,Phone,799,1
217,Phone,799,5
218,Laptop,1200,1
219,Laptop,1200,5
220,Monitor,299,1
221,Laptop,1200,4
222,Tablet,499,4
223,Monitor,299,1
224,Monitor,299,1
225,Tablet,499,3
226,Earbuds,199,3
227,Phone,799,1
228,Laptop,1200,4
229,Phone,799,1
230,Phone,799,3
231,Earbuds,199,4
232,Earbuds,199,5
233,Monitor,299,1
234,Phone,799,4
235,Tablet,499,1
236,Laptop,1200,2
237,Tablet,499,2
238,Laptop,1200,3
239,Earbuds,199,1
240,Phone,799,5
241,Earbuds,199,1
242,Laptop,1200,2
243,Monitor,299,4
244,Monitor,299,3
245,Laptop,1200,5
246,Laptop,1200,1
247,Earbuds,199,2
248,Earbuds,199,4
249,Earbuds,199,5
250,Earbuds,199,1
251,Monitor,299,5
252,Phone,799,4
253,Monitor,299,4
254,Phone,799,3
255,Earbuds,199,1
256,Tablet,499,1
257,Monitor,299,5
258,Tablet,499,2
259,Phone,799,1
260,Phone,799,4
261,Laptop,1200,1
262,Laptop,1200,2
263,Tablet,499,2
264,Phone,799,3
265,Laptop,1200,1
266,Earbuds,199,2
267,Earbuds,199,5
268,Tablet,499,2
269,Monitor,299,4
270,Tablet,499,2
271,Earbuds,199,1
272,Earbuds,199,2
273,Monitor,299,4
274,Tablet,499,2
275,Phone,799,3
276,Laptop,1200,5
277,Laptop,1200,5
278,Monitor,299,2
279,Phone,799,4
280,Phone,799,2
281,Phone,799,4
282,Laptop,1200,2
283,Earbuds,199,2
284,Earbuds,199,2
285,Earbuds,199,2
286,Tablet,499,3
287,Tablet,499,4
288,Earbuds,199,2
289,Laptop,1200,2
290,Laptop,1200,1
291,Laptop,1200,3
292,Laptop,1200,1
293,Earbuds,199,3
294,Tablet,499,1
295,Monitor,299,4
296,Laptop,1200,1
297,Laptop,1200,2
298,Tablet,499,1
299,Phone,799,4
300,Monitor,299,2
301,Phone,799,2
302,Tablet,499,5
303,Tablet,499,3
304,Monitor,299,4
305,Phone,799,3
306,Laptop,1200,5
307,Laptop,1200,4
308,Earbuds,199,2
309,Phone,799,3
310,Tablet,499,3
311,Monitor,299,1
312,Laptop,1200,2
313,Tablet,499,2
314,Earbuds,199,4
315,Earbuds,199,1
316,Monitor,299,3
317,Monitor,299,5
318,Tablet,499,2
319,Laptop,1200,3
320,Monitor,299,3
321,Earbuds,199,1
322,Tablet,499,1
323,Tablet,499,4
324,Monitor,299,4
325,Monitor,299,1
326,Earbuds,199,4
327,Earbuds,199,3
328,Earbuds,199,1
329,Monitor,299,2
330,Phone,799,5
331,Laptop,1200,2
332,Tablet,499,1
333,Earbuds,199,4
334,Phone,799,2
335,Tablet,499,3
336,Monitor,299,1
337,Earbuds,199,4
338,Monitor,299,3
339,Tablet,499,3
340,Phone,799,2
341,Earbuds,199,3
342,Monitor,299,2
343,Phone,799,5
344,Tablet,499,1
345,Phone,799,2
346,Tablet,499,3
347,Monitor,299,5
348,Phone,799,4
349,Monitor,299,2
350,Earbuds,199,3
351,Tablet,499,4
352,Tablet,499,4
353,Tablet,499,1
354,Tablet,499,4
355,Earbuds,199,3
356,Tablet,499,1
357,Tablet,499,2
358,Phone,799,5
359,Phone,799,2
360,Laptop,1200,2
361,Phone,799,4
362,Laptop,1200,5
363,Tablet,499,5
364,Laptop,1200,2
365,Laptop,1200,3
366,Laptop,1200,2
367,Phone,799,1
368,Monitor,299,5
369,Phone,799,3
370,Tablet,499,2
371,Monitor,299,3
372,Monitor,299,3
373,Laptop,1200,4
374,Monitor,299,2
375,Monitor,299,3
376,Laptop,1200,5
377,Tablet,499,3
378,Monitor,299,2
379,Phone,799,5
380,Laptop,1200,5
381,Phone,799,4
382,Laptop,1200,4
383,Monitor,299,2
384,Earbuds,199,4
385,Laptop,1200,1
386,Laptop,1200,2
387,Earbuds,199,2
388,Earbuds,199,4
389,Tablet,499,1
390,Laptop,1200,3
391,Monitor,299,5
392,Laptop,1200,1
393,Monitor,299,4
394,Tablet,499,3
395,Tablet,499,1
396,Monitor,299,4
397,Tablet,499,5
398,Earbuds,199,5
399,Monitor,299,2
400,Earbuds,199,2
401,Phone,799,1
402,Tablet,499,3
403,Monitor,299,2
404,Phone,799,3
405,Phone,799,1
406,Phone,799,5
407,Earbuds,199,2
408,Monitor,299,4
409,Monitor,299,4
410,Tablet,499,5
411,Laptop,1200,2
412,Phone,799,1
413,Tablet,499,2
414,Phone,799,1
415,Tablet,499,1
416,Laptop,1200,4
417,Phone,799,3
418,Laptop,1200,4
419,Earbuds,199,2
420,Phone,799,3
421,Laptop,1200,4
422,Phone,799,1
423,Monitor,299,1
424,Monitor,299,2
425,Monitor,299,2
426,Tablet,499,1
427,Monitor,299,2
428,Monitor,299,5
429,Monitor,299,2
430,Laptop,1200,3
431,Tablet,499,5
432,Earbuds,199,4
433,Tablet,499,5
434,Tablet,499,2
435,Phone,799,5
436,Monitor,299,4
437,Laptop,1200,4
438,Monitor,299,3
439,Laptop,1200,1
440,Tablet,499,1
441,Monitor,299,4
442,Tablet,499,2
443,Monitor,299,4
444,Monitor,299,4
445,Laptop,1200,2
446,Laptop,1200,1
447,Earbuds,199,4
448,Laptop,1200,2
449,Phone,799,5
450,Earbuds,199,5
451,Tablet,499,1
452,Monitor,299,5
453,Phone,799,3
454,Earbuds,199,5
455,Tablet,499,5
456,Tablet,499,4
457,Laptop,1200,1
458,Monitor,299,3
459,Earbuds,199,3
460,Laptop,1200,3
461,Monitor,299,5
462,Phone,799,1
463,Monitor,299,5
464,Monitor,299,4
465,Phone,799,4
466,Earbuds,199,3
467,Laptop,1200,2
468,Earbuds,199,5
469,Phone,799,1
470,Laptop,1200,2
471,Monitor,299,2
472,Laptop,1200,1
473,Tablet,499,2
474,Monitor,299,4
475,Phone,799,3
476,Laptop,1200,4
477,Earbuds,199,5
478,Laptop,1200,4
479,Monitor,299,1
480,Monitor,299,2
481,Laptop,1200,1
482,Tablet,499,1
483,Tablet,499,1
484,Laptop,1200,2
485,Tablet,499,4
486,Phone,799,3
487,Tablet,499,2
488,Phone,799,3
489,Earbuds,199,5
490,Monitor,299,5
491,Tablet,499,3
492,Monitor,299,5
493,Tablet,499,5
494,Earbuds,199,1
495,Earbuds,199,2
496,Phone,799,4
497,Phone,799,5
498,Tablet,499,1
499,Laptop,1200,5
500,Phone,799,1
501,Phone,799,5
502,Laptop,1200,2
503,Phone,799,2
504,Tablet,499,1
505,Monitor,299,1
506,Earbuds,199,3
507,Laptop,1200,4
508,Phone,799,3
509,Earbuds,199,4
510,Tablet,499,1
511,Monitor,299,1
512,Earbuds,199,1
513,Monitor,299,4
514,Monitor,299,1
515,Earbuds,199,1
516,Phone,799,4
517,Tablet,499,1
518,Laptop,1200,5
519,Phone,799,3
520,Laptop,1200,5
521,Tablet,499,3
522,Earbuds,199,1
523,Monitor,299,5
524,Tablet,499,3
525,Earbuds,199,3
526,Tablet,499,2
527,Monitor,299,4
528,Laptop,1200,5
529,Tablet,499,3
530,Phone,799,2
531,Phone,799,4
532,Monitor,299,3
533,Monitor,299,1
534,Monitor,299,4
535,Tablet,499,2
536,Phone,799,3
537,Earbuds,199,5
538,Monitor,299,2
539,Laptop,1200,5
540,Laptop,1200,2
541,Monitor,299,5
542,Phone,799,4
543,Monitor,299,2
544,Monitor,299,3
545,Earbuds,199,5
546,Tablet,499,5
547,Laptop,1200,3
548,Monitor,299,2
549,Laptop,1200,5
550,Earbuds,199,3
551,Phone,799,3
552,Phone,799,2
553,Tablet,499,4
554,Phone,799,3
555,Phone,799,1
556,Tablet,499,4
557,Earbuds,199,4
558,Tablet,499,4
559,Tablet,499,2
560,Earbuds,199,5
561,Monitor,299,4
562,Laptop,1200,5
563,Tablet,499,2
564,Monitor,299,4
565,Monitor,299,4
566,Laptop,1200,1
567,Tablet,499,2
568,Monitor,299,2
569,Tablet,499,2
570,Monitor,299,3
571,Earbuds,199,2
572,Laptop,1200,4
573,Laptop,1200,5
574,Monitor,299,5
575,Tablet,499,4
576,Earbuds,199,4
577,Tablet,499,1
578,Tablet,499,2
579,Phone,799,3
580,Laptop,1200,2
581,Earbuds,199,3
582,Earbuds,199,3
583,Monitor,299,2
584,Tablet,499,4
585,Monitor,299,4
586,Earbuds,199,5
587,Monitor,299,3
588,Laptop,1200,2
589,Monitor,299,3
590,Laptop,1200,5
591,Phone,799,5
592,Monitor,299,4
593,Phone,799,5
594,Tablet,499,1
595,Tablet,499,3
596,Phone,799,5
597,Monitor,299,2
598,Phone,799,4
599,Phone,799,4
600,Monitor,299,4
601,Tablet,499,5
602,Phone,799,4
603,Monitor,299,4
604,Earbuds,199,3
605,Tablet,499,4
606,Earbuds,199,2
607,Phone,799,2
608,Tablet,499,3
609,Monitor,299,4
610,Monitor,299,2
611,Tablet,499,1
612,Earbuds,199,1
613,Monitor,299,3
614,Earbuds,199,5
615,Phone,799,5
616,Earbuds,199,5
617,Tablet,499,1
618,Phone,799,3
619,Phone,799,5
620,Laptop,1200,3
621,Earbuds,199,1
622,Earbuds,199,3
623,Earbuds,199,1
624,Monitor,299,4
625,Monitor,299,2
626,Phone,799,2
627,Tablet,499,3
628,Monitor,299,4
629,Tablet,499,4
630,Earbuds,199,5
631,Earbuds,199,2
632,Monitor,299,2
633,Monitor,299,3
634,Earbuds,199,4
635,Monitor,299,3
636,Phone,799,3
637,Earbuds,199,4
638,Tablet,499,1
639,Monitor,299,2
640,Phone,799,2
641,Monitor,299,2
642,Phone,799,4
643,Tablet,499,2
644,Monitor,299,1
645,Monitor,299,4
646,Laptop,1200,4
647,Laptop,1200,4
648,Laptop,1200,3
649,Earbuds,199,2
650,Tablet,499,5
651,Laptop,1200,1
652,Tablet,499,5
653,Tablet,499,2
654,Earbuds,199,4
655,Tablet,499,2
656,Tablet,499,4
657,Phone,799,3
658,Earbuds,199,4
659,Laptop,1200,4
660,Monitor,299,3
661,Tablet,499,5
662,Laptop,1200,2
663,Tablet,499,3
664,Phone,799,5
665,Phone,799,1
666,Monitor,299,3
667,Earbuds,199,1
668,Earbuds,199,2
669,Laptop,1200,4
670,Tablet,499,4
671,Monitor,299,1
672,Laptop,1200,4
673,Monitor,299,3
674,Earbuds,199,2
675,Tablet,499,5
676,Monitor,299,5
677,Tablet,499,1
678,Laptop,1200,3
679,Laptop,1200,4
680,Tablet,499,5
681,Earbuds,199,3
682,Laptop,1200,4
683,Tablet,499,3
684,Tablet,499,4
685,Tablet,499,3
686,Laptop,1200,2
687,Laptop,1200,2
688,Tablet,499,4
689,Phone,799,1
690,Monitor,299,2
691,Earbuds,199,1
692,Monitor,299,1
693,Tablet,499,1
694,Phone,799,3
695,Tablet,499,4
696,Earbuds,199,4
697,Monitor,299,3
698,Monitor,299,3
699,Tablet,499,3
700,Laptop,1200,3
701,Phone,799,5
702,Monitor,299,2
703,Earbuds,199,3
704,Laptop,1200,5
705,Earbuds,199,1
706,Laptop,1200,5
707,Phone,799,3
708,Phone,799,5
709,Tablet,499,2
710,Laptop,1200,5
711,Earbuds,199,1
712,Laptop,1200,4
713,Laptop,1200,1
714,Laptop,1200,3
715,Phone,799,5
716,Earbuds,199,3
717,Earbuds,199,3
718,Phone,799,4
719,Monitor,299,3
720,Earbuds,199,4
721,Phone,799,2
722,Monitor,299,3
723,Earbuds,199,1
724,Monitor,299,4
725,Tablet,499,3
726,Tablet,499,1
727,Monitor,299,2
728,Phone,799,5
729,Tablet,499,4
730,Laptop,1200,1
731,Monitor,299,2
732,Tablet,499,5
733,Earbuds,199,5
734,Laptop,1200,3
735,Laptop,1200,1
736,Laptop,1200,5
737,Earbuds,199,4
738,Tablet,499,1
739,Monitor,299,4
740,Monitor,299,4
741,Tablet,499,3
742,Tablet,499,1
743,Phone,799,2
744,Earbuds,199,2
745,Tablet,499,5
746,Laptop,1200,4
747,Earbuds,199,5
748,Phone,799,4
749,Earbuds,199,2
750,Laptop,1200,2
751,Laptop,1200,3
752,Tablet,499,4
753,Laptop,1200,4
754,Earbuds,199,2
755,Laptop,1200,4
756,Monitor,299,1
757,Monitor,299,5
758,Tablet,499,4
759,Monitor,299,5
760,Phone,799,3
761,Earbuds,199,1
762,Laptop,1200,5
763,Tablet,499,4
764,Laptop,1200,4
765,Tablet,499,3
766,Laptop,1200,4
767,Laptop,1200,5
768,Earbuds,199,1
769,Tablet,499,5
770,Tablet,499,5
771,Tablet,499,3
772,Monitor,299,3
773,Laptop,1200,1
774,Tablet,499,2
775,Laptop,1200,5
776,Laptop,1200,2
777,Earbuds,199,2
778,Earbuds,199,4
779,Tablet,499,5
780,Phone,799,5
781,Phone,799,4
782,Laptop,1200,3
783,Phone,799,2
784,Monitor,299,1
785,Earbuds,199,1
786,Earbuds,199,3
787,Laptop,1200,4
788,Laptop,1200,1
789,Laptop,1200,5
790,Phone,799,1
791,Tablet,499,5
792,Laptop,1200,2
793,Earbuds,199,1
794,Tablet,499,5
795,Tablet,499,4
796,Laptop,1200,3
797,Tablet,499,2
798,Earbuds,199,4
799,Tablet,499,5
800,Earbuds,199,3
801,Tablet,499,2
802,Earbuds,199,2
803,Earbuds,199,3
804,Tablet,499,2
805,Phone,799,1
806,Tablet,499,3
807,Laptop,1200,2
808,Monitor,299,3
809,Phone,799,4
810,Laptop,1200,5
811,Monitor,299,2
812,Monitor,299,1
813,Tablet,499,2
814,Laptop,1200,1
815,Phone,799,3
816,Monitor,299,1
817,Phone,799,4
818,Tablet,499,4
819,Phone,799,5
820,Phone,799,3
821,Tablet,499,4
822,Laptop,1200,4
823,Earbuds,199,2
824,Phone,799,5
825,Phone,799,2
826,Phone,799,3
827,Laptop,1200,1
828,Tablet,499,5
829,Earbuds,199,3
830,Phone,799,2
831,Earbuds,199,2
832,Tablet,499,5
833,Monitor,299,2
834,Tablet,499,2
835,Phone,799,5
836,Laptop,1200,2
837,Tablet,499,1
838,Earbuds,199,1
839,Tablet,499,2
840,Phone,799,2
841,Earbuds,199,2
842,Monitor,299,5
843,Tablet,499,3
844,Tablet,499,4
845,Earbuds,199,3
846,Monitor,299,1
847,Phone,799,4
848,Monitor,299,3
849,Laptop,1200,4
850,Phone,799,2
851,Phone,799,3
852,Monitor,299,1
853,Monitor,299,1
854,Tablet,499,3
855,Tablet,499,4
856,Phone,799,4
857,Laptop,1200,4
858,Tablet,499,1
859,Laptop,1200,2
860,Phone,799,5
861,Laptop,1200,1
862,Laptop,1200,5
863,Laptop,1200,1
864,Tablet,499,3
865,Monitor,299,5
866,Earbuds,199,4
867,Laptop,1200,1
868,Monitor,299,3
869,Earbuds,199,5
870,Monitor,299,5
871,Phone,799,5
872,Monitor,299,1
873,Tablet,499,1
874,Laptop,1200,5
875,Tablet,499,4
876,Tablet,499,1
877,Laptop,1200,1
878,Monitor,299,3
879,Laptop,1200,4
880,Phone,799,2
881,Tablet,499,1
882,Tablet,499,3
883,Laptop,1200,3
884,Phone,799,3
885,Laptop,1200,5
886,Laptop,1200,5
887,Tablet,499,3
888,Tablet,499,1
889,Phone,799,3
890,Earbuds,199,4
891,Earbuds,199,3
892,Phone,799,1
893,Tablet,499,1
894,Tablet,499,3
895,Earbuds,199,3
896,Earbuds,199,2
897,Earbuds,199,1
898,Laptop,1200,3
899,Phone,799,3
900,Phone,799,4
901,Phone,799,1
902,Tablet,499,4
903,Monitor,299,2
904,Earbuds,199,3
905,Tablet,499,4
906,Laptop,1200,2
907,Phone,799,2
908,Laptop,1200,4
909,Phone,799,1
910,Earbuds,199,1
911,Phone,799,2
912,Monitor,299,5
913,Monitor,299,2
914,Earbuds,199,2
915,Tablet,499,3
916,Earbuds,199,3
917,Tablet,499,1
918,Laptop,1200,4
919,Earbuds,199,2
920,Monitor,299,3
921,Phone,799,3
922,Earbuds,199,3
923,Earbuds,199,3
924,Tablet,499,5
925,Laptop,1200,1
926,Tablet,499,5
927,Earbuds,199,5
928,Phone,799,4
929,Tablet,499,4
930,Monitor,299,4
931,Monitor,299,2
932,Monitor,299,3
933,Earbuds,199,2
934,Phone,799,3
935,Phone,799,4
936,Monitor,299,2
937,Laptop,1200,1
938,Phone,799,4
939,Earbuds,199,3
940,Laptop,1200,4
941,Earbuds,199,4
942,Tablet,499,2
943,Phone,799,2
944,Laptop,1200,3
945,Tablet,499,5
946,Monitor,299,4
947,Monitor,299,3
948,Phone,799,3
949,Earbuds,199,4
950,Tablet,499,4
951,Laptop,1200,4
952,Monitor,299,5
953,Phone,799,2
954,Monitor,299,1
955,Phone,799,2
956,Monitor,299,1
957,Tablet,499,4
958,Phone,799,3
959,Phone,799,2
960,Earbuds,199,5
961,Phone,799,3
962,Laptop,1200,3
963,Laptop,1200,2
964,Laptop,1200,5
965,Earbuds,199,1
966,Earbuds,199,5
967,Earbuds,199,5
968,Phone,799,3
969,Phone,799,3
970,Laptop,1200,1
971,Laptop,1200,1
972,Monitor,299,1
973,Earbuds,199,2
974,Laptop,1200,2
975,Phone,799,3
976,Monitor,299,4
977,Tablet,499,3
978,Monitor,299,4
979,Monitor,299,5
980,Phone,799,4
981,Tablet,499,1
982,Monitor,299,1
983,Laptop,1200,5
984,Phone,799,5
985,Tablet,499,1
986,Tablet,499,1
987,Tablet,499,1
988,Phone,799,2
989,Monitor,299,2
990,Phone,799,2
991,Monitor,299,4
992,Monitor,299,2
993,Earbuds,199,4
994,Phone,799,4
995,Earbuds,199,3
996,Monitor,299,4
997,Monitor,299,5
998,Tablet,499,4
999,Earbuds,199,5
1000,Earbuds,199,2
1001,Laptop,1200,1
1002,Monitor,299,5
1003,Laptop,1200,4
1004,Laptop,1200,1
1005,Phone,799,5
1006,Tablet,499,5
1007,Monitor,299,3
1008,Laptop,1200,1
1009,Earbuds,199,2
1010,Laptop,1200,3
1011,Phone,799,1
1012,Laptop,1200,1
1013,Laptop,1200,3
1014,Monitor,299,5
1015,Earbuds,199,5
1016,Monitor,299,2
1017,Earbuds,199,3
1018,Monitor,299,1
1019,Monitor,299,4
1020,Phone,799,4
1021,Phone,799,1
1022,Earbuds,199,2
1023,Tablet,499,2
1024,Monitor,299,4
1025,Tablet,499,1
1026,Earbuds,199,5
1027,Monitor,299,2
1028,Monitor,299,5
1029,Monitor,299,4
1030,Laptop,1200,3
1031,Phone,799,4
1032,Monitor,299,1
1033,Tablet,499,1
1034,Monitor,299,2
1035,Phone,799,3
1036,Phone,799,5
1037,Phone,799,3
1038,Earbuds,199,3
1039,Earbuds,199,5
1040,Monitor,299,5
1041,Phone,799,3
1042,Earbuds,199,1
1043,Phone,799,1
1044,Laptop,1200,2
1045,Laptop,1200,4
1046,Earbuds,199,5
1047,Laptop,1200,2
1048,Earbuds,199,5
1049,Monitor,299,1
1050,Earbuds,199,4
1051,Phone,799,4
1052,Monitor,299,2
1053,Phone,799,5
1054,Tablet,499,1
1055,Tablet,499,5
1056,Monitor,299,1
1057,Phone,799,2
1058,Monitor,299,3
1059,Tablet,499,1
1060,Tablet,499,5
1061,Tablet,499,3
1062,Laptop,1200,5
1063,Monitor,299,1
1064,Phone,799,3
1065,Earbuds,199,5
1066,Laptop,1200,3
1067,Monitor,299,3
1068,Phone,799,2
1069,Tablet,499,2
1070,Monitor,299,2
1071,Earbuds,199,5
1072,Earbuds,199,3
1073,Laptop,1200,5
1074,Earbuds,199,1
1075,Earbuds,199,4
1076,Laptop,1200,4
1077,Phone,799,4
1078,Earbuds,199,5
1079,Monitor,299,1
1080,Tablet,499,2
1081,Tablet,499,1
1082,Phone,799,3
1083,Earbuds,199,1
1084,Monitor,299,1
1085,Monitor,299,4
1086,Phone,799,1
1087,Monitor,299,4
1088,Phone,799,4
1089,Earbuds,199,5
1090,Earbuds,199,1
1091,Phone,799,4
1092,Monitor,299,3
1093,Tablet,499,2
1094,Tablet,499,2
1095,Monitor,299,5
1096,Tablet,499,3
1097,Monitor,299,2
1098,Monitor,299,2
1099,Tablet,499,1
1100,Earbuds,199,1
1101,Earbuds,199,2
1102,Tablet,499,1
1103,Phone,799,1
1104,Monitor,299,4
1105,Laptop,1200,3
1106,Earbuds,199,2
1107,Laptop,1200,2
1108,Monitor,299,4
1109,Monitor,299,5
1110,Monitor,299,5
1111,Phone,799,5
1112,Laptop,1200,2
1113,Monitor,299,1
1114,Earbuds,199,1
1115,Phone,799,3
1116,Earbuds,199,1
1117,Laptop,1200,2
1118,Earbuds,199,5
1119,Monitor,299,4
1120,Earbuds,199,3
1121,Laptop,1200,4
1122,Phone,799,5
1123,Earbuds,199,3
1124,Laptop,1200,1
1125,Tablet,499,3
1126,Tablet,499,1
1127,Laptop,1200,3
1128,Tablet,499,5
1129,Laptop,1200,3
1130,Monitor,299,3
1131,Monitor,299,5
1132,Laptop,1200,1
1133,Earbuds,199,1
1134,Earbuds,199,5
1135,Tablet,499,1
1136,Earbuds,199,3
1137,Phone,799,2
1138,Phone,799,1
1139,Earbuds,199,5
1140,Laptop,1200,3
1141,Earbuds,199,1
1142,Phone,799,1
1143,Monitor,299,4
1144,Laptop,1200,1
1145,Monitor,299,5
1146,Monitor,299,1
1147,Laptop,1200,5
1148,Tablet,499,2
1149,Earbuds,199,5
1150,Tablet,499,5
1151,Earbuds,199,4
1152,Tablet,499,5
1153,Monitor,299,2
1154,Monitor,299,4
1155,Earbuds,199,2
1156,Monitor,299,3
1157,Tablet,499,4
1158,Monitor,299,4
1159,Tablet,499,4
1160,Monitor,299,4
1161,Phone,799,4
1162,Monitor,299,4
1163,Monitor,299,4
1164,Laptop,1200,3
1165,Phone,799,3
1166,Laptop,1200,4
1167,Tablet,499,4
1168,Monitor,299,1
1169,Tablet,499,1
1170,Monitor,299,4
1171,Laptop,1200,3
1172,Earbuds,199,4
1173,Tablet,499,1
1174,Tablet,499,2
1175,Tablet,499,1
1176,Earbuds,199,4
1177,Phone,799,4
1178,Tablet,499,5
1179,Monitor,299,5
1180,Phone,799,5
1181,Monitor,299,5
1182,Earbuds,199,3
1183,Monitor,299,4
1184,Tablet,499,1
1185,Earbuds,199,3
1186,Monitor,299,4
1187,Phone,799,3
1188,Laptop,1200,3
1189,Earbuds,199,2
1190,Monitor,299,5
1191,Laptop,1200,2
1192,Tablet,499,5
1193,Monitor,299,5
1194,Monitor,299,3
1195,Monitor,299,3
1196,Laptop,1200,5
1197,Tablet,499,3
1198,Earbuds,199,1
1199,Monitor,299,5
1200,Tablet,499,3
1201,Tablet,499,5
1202,Laptop,1200,3
1203,Monitor,299,5
1204,Laptop,1200,2
1205,Earbuds,199,3
1206,Laptop,1200,2
1207,Monitor,299,5
1208,Monitor,299,4
1209,Phone,799,4
1210,Tablet,499,4
1211,Phone,799,3
1212,Monitor,299,1
1213,Earbuds,199,4
1214,Monitor,299,3
1215,Tablet,499,2
1216,Tablet,499,1
1217,Tablet,499,4
1218,Monitor,299,4
1219,Tablet,499,2
1220,Tablet,499,3
1221,Monitor,299,3
1222,Tablet,499,5
1223,Phone,799,5
1224,Laptop,1200,5
1225,Earbuds,199,5
1226,Earbuds,199,2
1227,Monitor,299,4
